,0,1,2,3,4,5
0,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film,Rank Series Total worldwide box office No. of films Average of films Highest-grossing film
1,Rank,Series,Total worldwide box office,No. of films,Average of films,Highest-grossing film
147,"Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749","Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749","Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749","Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749","Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749","Diamond & Pearl $207,651,955 4 $51,912,989 Zoroark: Master of Illusions ($71,143,529) 1 Zoroark Master of Illusions (2010) $71,143,529 2 Arceus and the Jewel of Life (2009) $50,673,078 3 Giratina and the Sky Warrior (2008) $43,338,599 4 The Rise of Darkrai (2007) $42,496,749"
148,,Diamond & Pearl,"$207,651,955",4,"$51,912,989","Zoroark: Master of Illusions ($71,143,529)"
149,1,Zoroark Master of Illusions (2010),"$71,143,529",,,
150,2,Arceus and the Jewel of Life (2009),"$50,673,078",,,
151,3,Giratina and the Sky Warrior (2008),"$43,338,599",,,
152,4,The Rise of Darkrai (2007),"$42,496,749",,,
153,"Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377","Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377","Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377","Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377","Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377","Best Wishes! $135,384,123 3 $45,128,041 Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491) 1 Black—Victini and Reshiram and White—Victini and Zekrom (2011) $57,082,491 2 Kyurem vs. the Sword of Justice (2012) $46,008,255 3 Genesect and the Legend Awakened (2013) $32,293,377"
154,,Best Wishes!,"$135,384,123",3,"$45,128,041","Black—Victini and Reshiram and White—Victini and Zekrom ($57,082,491)"
155,1,Black—Victini and Reshiram and White—Victini and Zekrom (2011),"$57,082,491",,,
156,2,Kyurem vs. the Sword of Justice (2012),"$46,008,255",,,
157,3,Genesect and the Legend Awakened (2013),"$32,293,377",,,
158,"Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324","Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324","Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324","Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324","Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324","Advanced Generation $131,733,093 4 $32,933,273 Lucario and the Mystery of Mew ($37,150,760) 1 Lucario and the Mystery of Mew (2005) $37,150,760 2 Destiny Deoxys (2004) $34,337,258 3 Jirachi Wish Maker (2003) $33,393,751 4 Ranger and the Temple of the Sea (2006) $26,851,324"
159,,Advanced Generation,"$131,733,093",4,"$32,933,273","Lucario and the Mystery of Mew ($37,150,760)"
160,1,Lucario and the Mystery of Mew (2005),"$37,150,760",,,
161,2,Destiny Deoxys (2004),"$34,337,258",,,
162,3,Jirachi Wish Maker (2003),"$33,393,751",,,
163,4,Ranger and the Temple of the Sea (2006),"$26,851,324",,,
164,"XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392","XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392","XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392","XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392","XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392","XY $68,459,730 3 $22,819,910 Diancie and the Cocoon of Destruction ($26,732,338) 1 Diancie and the Cocoon of Destruction (2014) $26,732,338 2 Hoopa and the Clash of Ages (2015) $22,000,000 3 Volcanion and the Mechanical Marvel (2016) $19,727,392"
165,,XY,"$68,459,730",3,"$22,819,910","Diancie and the Cocoon of Destruction ($26,732,338)"
166,1,Diancie and the Cocoon of Destruction (2014),"$26,732,338",,,
167,2,Hoopa and the Clash of Ages (2015),"$22,000,000",,,
168,3,Volcanion and the Mechanical Marvel (2016),"$19,727,392",,,
169,"Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788","Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788","Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788","Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788","Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788","Alternate continuity $61,292,932 2 $30,646,466 I Choose You! ($37,552,144) 1 I Choose You! (2017) $37,552,144 2 The Power of Us (2018) $23,740,788"
170,,Alternate continuity,"$61,292,932",2,"$30,646,466","I Choose You! ($37,552,144)"
171,1,I Choose You! (2017),"$37,552,144",,,
172,2,The Power of Us (2018),"$23,740,788",,,
173,"16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889","16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889","16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889","16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889","16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889","16 Wreck-It Ralph $999,540,406 2 $499,770,203 Ralph Breaks the Internet ($528,317,517) 1 Ralph Breaks the Internet (2018) $528,317,517 2 Wreck-It Ralph (2012) $471,222,889"
174,16,Wreck-It Ralph,"$999,540,406",2,"$499,770,203","Ralph Breaks the Internet ($528,317,517)"
175,1,Ralph Breaks the Internet (2018),"$528,317,517",,,
176,2,Wreck-It Ralph (2012),"$471,222,889",,,
177,"17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760","17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760","17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760","17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760","17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760","17 Rio $984,737,732 2 $492,368,866 Rio 2 ($500,101,972) 1 Rio 2 (2014) $500,101,972 2 Rio (2011) $484,635,760"
178,17,Rio,"$984,737,732",2,"$492,368,866","Rio 2 ($500,101,972)"
179,1,Rio 2 (2014),"$500,101,972",,,
180,2,Rio (2011),"$484,635,760",,,
181,"18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727","18 Case Closed $792,381,729 23 $34,451,380 Zero the Enforcer ($108,105,223) Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083 Lupin the 3rd vs. Detective Conan: The Movie (2013) $41,397,727"
182,18,Case Closed,"$792,381,729",23,"$34,451,380","Zero the Enforcer ($108,105,223)"
183,"Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083","Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083","Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083","Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083","Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083","Main series $750,984,001 22 $34,135,636 Zero the Enforcer ($108,105,223) 1 Zero the Enforcer (2018) $108,105,223 2 The Darkest Nightmare (2016) $66,910,978 3 Crimson Love Letter (2017) $63,144,805 4 The Eleventh Striker (2012) $44,369,456 5 Quarter of Silence (2011) $42,808,578 6 Dimensional Sniper (2014) $42,028,116 7 Sunflowers of Inferno (2015) $40,417,504 8 The Raven Chaser (2009) $39,664,359 9 The Lost Ship in the Sky (2010) $36,407,407 10 Private Eye in the Distant Sea (2013) $36,324,232 11 The Private Eyes' Requiem (2006) $26,251,232 12 Crossroad in the Ancient Capital (2003) $24,342,320 13 Captured in Her Eyes (2000) $23,800,000 14 The Phantom of Baker Street (2002) $23,783,234 15 Full Score of Fear (2008) $23,760,176 16 Countdown to Heaven (2001) $23,700,000 17 Magician of the Silver Sky (2004) $22,618,511 18 Jolly Roger in the Deep Azure (2007) $22,118,835 19 Strategy Above the Depths (2005) $18,723,952 20 The Last Wizard of the Century (1999) $12,300,000 21 The Fourteenth Target (1998) $8,000,000 22 The Time Bombed Skyscraper (1997) $1,405,083"
184,,Main series,"$750,984,001",22,"$34,135,636","Zero the Enforcer ($108,105,223)"
185,1,Zero the Enforcer (2018),"$108,105,223",,,
186,2,The Darkest Nightmare (2016),"$66,910,978",,,
187,3,Crimson Love Letter (2017),"$63,144,805",,,
188,4,The Eleventh Striker (2012),"$44,369,456",,,
189,5,Quarter of Silence (2011),"$42,808,578",,,
190,6,Dimensional Sniper (2014),"$42,028,116",,,
191,7,Sunflowers of Inferno (2015),"$40,417,504",,,
192,8,The Raven Chaser (2009),"$39,664,359",,,
193,9,The Lost Ship in the Sky (2010),"$36,407,407",,,
194,10,Private Eye in the Distant Sea (2013),"$36,324,232",,,
195,11,The Private Eyes' Requiem (2006),"$26,251,232",,,
196,12,Crossroad in the Ancient Capital (2003),"$24,342,320",,,
197,13,Captured in Her Eyes (2000),"$23,800,000",,,
198,14,The Phantom of Baker Street (2002),"$23,783,234",,,
199,15,Full Score of Fear (2008),"$23,760,176",,,
200,16,Countdown to Heaven (2001),"$23,700,000",,,
201,17,Magician of the Silver Sky (2004),"$22,618,511",,,
202,18,Jolly Roger in the Deep Azure (2007),"$22,118,835",,,
203,19,Strategy Above the Depths (2005),"$18,723,952",,,
204,20,The Last Wizard of the Century (1999),"$12,300,000",,,
205,21,The Fourteenth Target (1998),"$8,000,000",,,
206,22,The Time Bombed Skyscraper (1997),"$1,405,083",,,
